超越火锅鸡,通州区,北京市通州区兴贸三街18号院1号楼3单元03,11:00-23:56,火锅,,0.0,32,满40减5;满80减15;满200减40,15210310196,,米饭-40,宽粉-30,大饼-20,小锅-20,特色麻酱小料-20
心语鲜花(朱辛庄店),昌平区,北京市昌平区朱辛庄新区超市发内,07:00-21:00,超市便利,超市卖场,0.0,0,,18701492079,
老譚記酸辣粉·重庆小面,东城区,北京市东城区金鱼池西区19号楼地下一层19-2-12,"00:00-01:00,10:30-23:59",面馆,,4.3,1832,"新用户立减17元（本优惠与新人首单红包不可同享）,首次使用美团支付最高再减3元,满30减12;满58减22;满88减30;满100减35,本店新用户立减1元,折扣商品4.29折起,满58元赠送盼盼冰红茶1个",15001122401,21,【火爆】酸辣粉-2000,【经典川味】重庆小面-2000,【美味小吃】烤冷面加鸡蛋加火腿肠（单点不送）-900,老谭烧饼-600,酸辣粉+（烤冷面+鸡蛋+火腿肠）+冰红茶.-500
保兴大药房（紫金印象店）,西城区,北京市西城区右安门内大街28号院1号楼一层104-1号,08:00-21:00,超市便利,超市卖场,4.9,148,"满49减20;满69减25;满99减30,折扣商品3.75折起,部分商品满99减30,部分商品满49减15",13683398750,,[999]感冒灵颗粒10g*9袋-16,[999]感冒清热颗粒12g*10袋-5,[感康]复方氨酚烷胺片12片-5,[同仁堂]感冒清热颗粒12g*10袋-4,[瑞珠]聚乙烯醇滴眼液0.8ml*10支-4
胶东小海鲜（霄云路店）,朝阳区,北京市朝阳区霄云路15号15-9号,"11:00-14:00,17:00-22:40",海鲜,,0.0,51,满50减5,13811315890,71,米饭-30,羊肉筋-30,青岛一厂袋原浆-30,烤奶油小馒头-20,特大对虾（白灼 四只起）-20
爱上湘味（陶然亭店）,西城区,陶然亭地铁站D口（右安门拉面旁边）,10:00-22:30,美食,川湘菜,4.5,918,"新用户立减17元（本优惠与新人首单红包不可同享）,首次使用美团支付最高再减3元,满50减10;满100减20;满120减25",15699830818,40,米饭-3000,酸辣鸡胗-400,香辣鱼块-400,小炒黄牛肉-300,砂锅扁豆丝-300
张亮麻辣烫（霄云路店）,朝阳区,北京市朝阳区霄云路32号1号楼1层102,10:00-21:25,中式简餐,,4.1,2881,"新用户立减17元（本优惠与新人首单红包不可同享）,首次使用美团支付最高再减3元,满28减18;满38减20;满58减30;满78减35,折扣商品3.33折起",13520258117,17,加点香菜######-2000,圆生菜-2000,油豆皮-2000,菠菜（50g）-2000,金针菇-2000
名客佳大鸡排（陶然亭店）,西城区,北京市西城区龙泉胡同1号,11:00-21:00,美食,炸鸡炸串,4.0,115,"新用户立减17元（本优惠与新人首单红包不可同享）,首次使用美团支付最高再减3元",15534799621,16,盐酥鸡-300,大鸡排-200,爆浆大鸡排-200,香辣鸡腿堡-200,香脆薯条-100
元吉•关东印象（第1009档口-食全星厨美食城店）,朝阳区,北京市朝阳区东三环北路6号楼1层101内-1层局部101,10:00-21:00,中式简餐,,4.4,580,"新用户立减17元（本优惠与新人首单红包不可同享）,首次使用美团支付最高再减3元,满25减8;满38减21;满58减32;满99减39;满199减68,满18元可使用津贴4元,本店新用户立减1元,折扣商品2.67折起,实际支付88元返5元商家代金券",18813721096,22,东北五常大米（单点不配送）-616,东北农家饭包《经典》-200,东北特色锅包肉（小份）-200,笨辣椒炒肉（小份）-158,东北特色锅包肉（小份）-138
他舅家肉夹馍（北京顺达兴旺店）,西城区,太平街路6号6幢一层1434-F1-006,10:00-21:00,中式简餐,,4.4,319,"新用户立减17元（本优惠与新人首单红包不可同享）,首次使用美团支付最高再减3元,满28减12;满55减22;满70减26,折扣商品7.37折起",18310386735,18,优质肉夹馍-200,油泼面-200,油泼臊子面-60,腊汁卤蛋（不点主食单点不送）-60,凉拌土豆丝（不点主食单点不送）-40
哈哈镜（西小营店）,海淀区,西小营村委会老年学校东南,08:59-23:58,超市便利,超市卖场,0.0,60,"部分商品满49减15,部分商品满15减5,部分商品满39减10,部分商品满18减5,部分商品满50减11,购买指定商品有赠品",15727325958,
绿景花艺,朝阳区,北京市朝阳区麦子店西路9号(莱太花卉交易市场内花街40号),07:00-23:00,超市便利,超市卖场,0.0,1,"满299减30,本店新用户立减29元,领19元券;领39元券",13552711469,,愚爱-1,一段友缘-None,单枝花运费-None,小清新-None,愚爱-None
管记麻辣拌（振坤美食城店）,西城区,北京市西城区太平街路6号6幢二层219,09:50-20:20,美团专送,快餐小吃,4.6,2352,"新用户立减17元（本优惠与新人首单红包不可同享）,首次使用美团支付最高再减3元,满30减12;满40减15;满60减22;满100减32,折扣商品4.34折起",13701388545,20,网红土豆-5000,一一方便面一方便面-4000,标准味【酸甜麻辣】-4000,金针菇-4000,圆生菜-3000
味道香山烤鸭店（北清路店）,海淀区,北京市海淀区苏家坨镇西小营村南环小区35号平房,10:00-21:40,北京菜,,4.2,1097,"新用户立减17元（本优惠与新人首单红包不可同享）,首次使用美团支付最高再减3元,满30减3;满50减5;满80减12,折扣商品5.42折起",18612119571,22,单人烤鸭套餐-2000,干锅土豆片-2000,水煮肉小份-900,宫爆鸡丁小份-500,韭菜盒子-400
白纸坊美式炸鸡,西城区,北京市西城区白纸坊西街1号（东侧平房）,10:00-21:20,美食,炸鸡炸串,4.8,4783,"新用户立减17元（本优惠与新人首单红包不可同享）,首次使用美团支付最高再减3元",13651385466,26,美式脆皮鸡腿-19000,电烤纯羊肉串-11000,香浓鸡肉串-8000,电烤鸡脆骨-7000,电烤小腰-6000
鲜花坊（陌上花绘）,海淀区,北京市海淀区高里掌路1号院6号楼302-279,07:30-22:30,超市便利,超市卖场,5.0,15,"满99减68;满199减128;满499减228,本店新用户立减5元,爆款商品158元起,折扣商品3.17折起,实际支付100元返10元商家代金券,下单即赠精美贺卡一张",17319024589,
京湘园(创客小镇店),海淀区,温泉镇向山路中关村创客小镇底商104号,"11:00-13:40,17:00-20:50",美食,川湘菜,4.4,2218,"新用户立减17元（本优惠与新人首单红包不可同享）,首次使用美团支付最高再减3元,满35减6;满65减13;满110减23,折扣商品6.22折起,领3元券,实际支付10元返2元商家代金券",010-62486922,22,水煮肉片+米饭+饮品【爆款套餐】-3000,米饭-1461,水煮肉片+米饭+饮品【爆款套餐】-804,西红柿炒鸡蛋（小份）-400,醋溜土豆丝【特价引流】-352
温馨鲜花,西城区,北京市西城区右安门内大街10号院1号楼1-4,07:00-23:30,超市便利,超市卖场,0.0,2,,18311425939,
满座儿麻辣烫（第9档口-满座儿美食城店）,海淀区,北京市海淀区紫雀路55号院地下一层,09:39-20:30,美团专送,快餐小吃,4.0,206,"新用户立减17元（本优惠与新人首单红包不可同享）,首次使用美团支付最高再减3元,满2减1;满27减6;满38减9;满50减11,本店新用户立减1元,折扣商品6.5折起",18610379413,25,土豆片(60克)-300,培根(4片)-300,娃娃菜(60克)-300,(食材--汤)分开装-213,午餐肉（3片）-200
嘉和一品粥（陶然亭）,西城区,太平街（潭阳烧烤旁）,06:00-21:00,美团专送,快餐小吃,4.6,2556,"新用户立减17元（本优惠与新人首单红包不可同享）,首次使用美团支付最高再减3元,满30减8;满50减12;满80减22","010-63555288,17701258456",25,糊塌子-540,茶鸡蛋-410,皮蛋瘦肉粥-395,扁豆焖面-360,酱香大包-355
北京成晓厚德餐厅,海淀区,温泉北京分析仪器厂家属宿舍50号平房,10:00-22:00,美食,川湘菜,4.5,228,"新用户立减17元（本优惠与新人首单红包不可同享）,首次使用美团支付最高再减3元,满38减3;满68减6;满128减8,本店新用户立减3元",15801559892,25,东北大米饭-176,听装可乐-30,回锅肉饭-30,宫保鸡丁饭-30,水煮肉-30
MAAN COFFEE（平安国际店）,朝阳区,北京市朝阳区新源南路3号-3至24层101内一层L(106)及二层101上跃部分,08:30-20:30,咖啡,,0.0,20,满25减5;满50减15;满75减23;满100减30,01084442366,26,香肠-20,卡布奇诺-10,柑橘拿铁-10,焦糖玛奇朵-10,芝士松饼-10
麦稻烘焙,昌平区,北京市昌平区回龙观镇北农路7号北京北农酒店有限责任公司内一层107室,07:00-23:00,生日蛋糕,,5.0,708,"新用户立减6元（本优惠与新人首单红包不可同享）,首次使用美团支付最高再减3元,满20减19;满100减35;满200减50,本店新用户立减1元,折扣商品4.94折起,满80元赠送蜡烛，帽子，盘子，餐刀",18801116283,121,草莓伴侣6寸生日蛋糕/天然乳脂奶油-300,女王皇冠8寸生日蛋糕/天然乳脂奶油-200,黑森林8寸生日蛋糕/天然乳脂奶油-90,6寸小鹿么么哒生日蛋糕/天然乳脂奶油-70,10寸水果盛宴生日蛋糕/天然乳脂奶油-60
久久丫鸭脖（温阳路地铁站店）,海淀区,北京市海淀区温泉镇温阳路地铁站东南出口C外,09:00-22:30,卤味熟食,,4.3,153,"新用户立减17元（本优惠与新人首单红包不可同享）,首次使用美团支付最高再减3元",13263238772,44,甜辣鸭脖223g/份-64,素拌菜（麻辣口味）-54,土豆片/串-49,藕片/串-45,鹌鹑蛋/串-40
凤起龙游老面包子（和平东桥店）,朝阳区,北京市朝阳区和平街11区甲35号楼一层1号,06:40-21:30,美团专送,快餐小吃,4.6,264,"新用户立减17元（本优惠与新人首单红包不可同享）,首次使用美团支付最高再减3元,满30减10;满55减15;满70减20;满200减80,折扣商品2折起,实际支付1元返2元商家代金券","15910914952,18338796889",18,大明山珍素包（3个）-500,老面土猪肉包（3个）-357,外婆豆腐包（3个）-300,自制鲜椒辣酱-300,别拿豆包不当干粮（3个）-200
BONCAKE蛋糕（凯德茂店）,西城区,北京市西城区西直门外大街1号-1层西区商业B1-38B,10:00-22:00,生日蛋糕,,0.0,1,满69减15;满199减22;满299减33,13552921530,179,【十里春风】杯子蛋糕单只销售（随机发放）-30,【一鹿有你】-None,【公主的蛋糕】-None,【初春花园】-None,【十里春风】杯子蛋糕9只装-None
芊朵卉鲜花,海淀区,北京市海淀区高里掌路1号院8号楼1单元102-024,07:30-22:30,超市便利,超市卖场,0.0,2,"满99减68;满199减128;满499减228,本店新用户立减5元,爆款商品99元起,折扣商品3.01折起,领5元券;领10元券;领15元券,实际支付100元返10元商家代金券,下单即赠精美贺卡一张",15702915258,,德高望重【鲜花11枝康乃馨百合混搭花束8898款】-1,鲜花11枝康加1枝百合8179款-1,11枝蓝玫瑰礼盒9125款-None,19支红玫瑰韩式气球鲜花抱抱桶9072款-None,19朵粉玫瑰韩式花束8917款-None
曼玲粥店(和平里店),东城区,北京市东城区和平里东街11号创新楼B座B1-A9号（地下一层）,06:00-23:59,美团专送,快餐小吃,4.7,3639,"新用户立减17元（本优惠与新人首单红包不可同享）,首次使用美团支付最高再减3元,满27减19;满49减32;满79减37,满27元可使用津贴2元,折扣商品4.24折起,领2元券;领5元券;领9元券,实际支付1元返3元商家代金券,满60元赠送随机小菜",19979473185,16,孜然鸡柳（1个）-3000,油条（2根）-2000,灌汤小笼包（6个）-2000,皮蛋瘦肉粥-1022,水煮蛋（1枚）-827
星巴克咖啡代购(五棵松商圈1店),海淀区,星巴克咖啡就近代购：五棵松商圈,08:00-20:00,咖啡,,4.7,465,"新用户立减17元（本优惠与新人首单红包不可同享）,首次使用美团支付最高再减3元,满45减5;满88减11;满128减14;满188减23,折扣商品7折起",15301786977,38,拿铁L-900,美式咖啡A-400,加份浓度-300,香草拿铁VL-300,馥芮白FW-300
小福楼,海淀区,北京市海淀区温泉镇温泉村345号平房,"10:00-13:50,17:00-21:20",美食,川湘菜,0.0,30,,13520626039,39,米饭-37,地三鲜-20,【热销】蛋炒饼-10,京酱肉丝-10,回锅肉-10
安徽李记太和板面（第17档口一壹中心美食城店）,东城区,北京市东城区和平里东街11号创新楼B座B1-A9号(地下一层),09:00-21:00,面馆,,0.0,13,满29减6,15253377757,,北冰洋-10,牛肉板面-10,肉丸子-10,虎皮鸡爪-10,卤鸡蛋-7
右安门拉面西域食府,西城区,陶然亭路16号（屠大碗右安门拉面）,"00:00-03:00,06:00-23:59",,,4.5,2076,"新用户立减17元（本优惠与新人首单红包不可同享）,首次使用美团支付最高再减3元",15901258191,29,羊肉串-3000,羊肉筋-2000,烤小腰子-800,烤板筋-700,烤羊脆骨-700
瓦香鸡米饭（第19号档口环保园美食城店）,海淀区,北京市海淀区地锦路7号院15幢-101,09:20-22:00,黄焖鸡,,0.0,0,"满20减15;满50减20;满80减29;满180减40,本店新用户立减1元,折扣商品3.5折起,实际支付35元返2元商家代金券,满29元赠送软饮一份",18210048236,,热销：瓦香鸡+鹌鹑蛋+土豆+鱼豆腐+米饭-200,热销：瓦香鸡+鹌鹑蛋+土豆+鱼豆腐+米饭-109,热销：瓦香鸡+豆皮+金针菇+午餐肉+米饭-90,热销：瓦香鸡+豆皮+金针菇+午餐肉+米饭-74,米饭一份（单点不配送）-70
西域美食客佰客牛肉拉面,朝阳区,北京市朝阳区霄云路15号霄云美食街,10:00-21:00,面馆,,0.0,3,,13720002871,,单人健康拉面套餐-10,牛肉炒拉条-10,精品牛肉面-10,红烧鸡块盖饭-10,自制酸奶-10
绝味鸭脖（里仁街店）,西城区,北京市西城区清芷园12号楼一层-03,08:40-22:00,卤味熟食,,4.5,510,"新用户立减17元（本优惠与新人首单红包不可同享）,首次使用美团支付最高再减3元,满49减2;满69减4;满89减7,折扣商品6.86折起",15600585329,63,黑鸭鸭头（2个装）-500,招牌藕片-400,招牌鸭肠-400,招牌毛豆-300,招牌鸭脖微辣-300
仁和药房网（大兴亦庄上海沙龙店）,大兴区,北京市北京经济技术开发区天宝园五里二区天宝商业中心B16号,00:00-23:59,超市便利,超市卖场,5.0,529,"汤臣倍健:满199减100,汤臣倍健1:满199减100,爆款商品2.06元起,折扣商品4.15折起,打包价:39.9元2件,打包价:19.9元2件,打包价:29.9元5件,打包价:9.9元3件,打包价:39.9元3件,打包价:29.9元2件,部分商品满28减5,部分商品满49减15,领15元券;领21元券;领30元券",4006313888,,[999]感冒灵颗粒10g*9袋-34,[金毓婷]左炔诺孕酮片1.5mg*1片-25,[同仁堂]感冒清热颗粒12g*10袋-12,[感康]复方氨酚烷胺片12片-12,[芬必得]布洛芬缓释胶囊0.4g*8粒*3板-12
小白家章鱼烧拉面（和平里店）,东城区,北京市东城区和平里西街69号,10:00-22:30,日韩料理,日式简餐,4.5,2167,"新用户立减17元（本优惠与新人首单红包不可同享）,首次使用美团支付最高再减3元,满25减12;满30减24;满58减35;满88减45;满108减55,满3元可使用津贴3元,折扣商品1折起,新客领3元券,实际支付1元返4元商家代金券",15010671761,19,小白家原味章鱼烧（六个）-2000,点亮右上角星星✨?可领取香颂饭团（一颗/入）-2000,鲜脆海苔章鱼小丸子（六个）-2000,蒲烧鳗鱼寿司卷-900,金枪鱼寿司卷-800
延吉冷面·小吃（陶然亭店）,西城区,太平街路6号6幢二层219,09:30-20:30,日韩料理,韩式简餐,4.6,427,"新用户立减17元（本优惠与新人首单红包不可同享）,首次使用美团支付最高再减3元,满29减8;满45减12;满68减16;满99减20,满28元可使用津贴7元,本店新用户立减1元,折扣商品4.95折起,满40元赠送新西兰云海湾矿泉水一瓶",16604530550,25,【正宗朝味延吉冷面】黄面/延吉冷面-600,【正宗朝族延吉冷面】荞麦面/荞麦面延吉冷面-400,烧饼+煎蛋+肠-400,单加鸡蛋 一个-200,【延吉冷面】荞麦面+自选一种配菜-100
那一碗淮南牛肉汤,通州区,北京市通州区兴贸三街18号院7号楼1层102,09:00-21:00,汤类,,0.0,5,满28减7;满38减9;满48减10;满58减15,18301470029,,特色葱花饼-34,招牌牛肉汤＋2块葱花饼-14,招牌牛肉汤-10,招牌牛肉汤＋2块葱花饼-10,1招牌牛肉汤＋1葱花饼＋1鲜果饮-5
陈兴记生煎（东直门交通枢纽五光食色美食城店）,东城区,北京市东城区东直门外大街39号公交商业用房南侧一层及夹层,08:30-20:45,生煎,,4.4,163,"新用户立减17元（本优惠与新人首单红包不可同享）,首次使用美团支付最高再减3元,满39减8;满59减15;满79减25,配送费满减:满25减2;满45减3;满65减4;满85减5,本店新用户立减2元,折扣商品5折起,领2元券,实际支付45元返3元商家代金券,满55元赠送古法冬瓜茶（杯）,购买指定商品有赠品",13370152512,19,经典生煎（四只）-200,鲜肉酥饼（只）-50,萝卜丝饼（只）-40,鲜肉小笼包（尝鲜价6只）-40,鲜肉酥饼（只）-40
星巴克咖啡代购(翠薇百货商圈店),海淀区,星巴克咖啡就近代购：五棵松商圈,08:00-20:00,咖啡,,4.4,513,"新用户立减17元（本优惠与新人首单红包不可同享）,首次使用美团支付最高再减3元,折扣商品7折起",18068985819,38,拿铁L-1000,美式咖啡A-400,香草拿铁VL-400,焦糖玛奇朵CM（奶泡易散7分满）-300,馥芮白FW-300
三米粥铺（马驹桥店）,通州区,北京市通州区马驹桥镇建材城小区9号楼902（北方北饺子城对面）,00:00-23:59,美团专送,快餐小吃,4.3,4783,"新用户立减17元（本优惠与新人首单红包不可同享）,首次使用美团支付最高再减3元,满25减12;满49减20;满79减26,折扣商品4.4折起,领3元券;领5元券;领12元券,实际支付1元返3元商家代金券,满59元赠送小菜一份","17735952072,15343594918",19,【升职加薪套餐】皮蛋瘦肉粥+牛肉饼+油条+榨菜+咸蛋-4000,牛肉饼（1支装）-4000,皮蛋瘦肉粥（招牌粥）-4000,三米蒸饺(5只装)-3000,黑胡椒香肠（1支装）-3000
格鲁·秀色Georgia’s Feast,朝阳区,三里屯北小街2号,11:30-23:40,沙拉,,0.0,26,,010-84486886,,格鲁吉亚羊肉串配萨茨比利酱  Lamb shashlik-30,伊麦利京哈恰普里Mengrelian Khachapuri-20,格鲁吉亚羊肉串配萨茨比利酱  Lamb shashlik-14,哈拉秋(传统格鲁吉亚牛肉汤) Kharcho-10,意大利面配牛肉酱 Spaggeti bolognese-10
福荣居褡裢火烧（陶然亭店）,西城区,里仁街8号,10:30-21:40,美团专送,地方菜,5.0,211,"新用户立减17元（本优惠与新人首单红包不可同享）,首次使用美团支付最高再减3元,满30减10;满50减13;满100减26;满130减33",010-63565099,38,猪肉茴香-900,猪肉大葱-600,牛肉大葱-400,猪肉韭菜-400,鸡蛋韭菜-400
食叁叔·浓汤料理·饭面·创意麻辣烫（第4档口+生活惠家美食城店）,朝阳区,北京市朝阳区新源南路1号-1至4层101内第地下一层B27号商铺,10:00-20:30,美团专送,快餐小吃,5.0,45,"新用户立减17元（本优惠与新人首单红包不可同享）,首次使用美团支付最高再减3元,满22减17;满60减23;满99减27,满22元可使用津贴3元,配送费满减:满30减2;满80减4;满100免配送费,本店新用户立减2元,折扣商品1.99折起,领3元券,实际支付30元返2元商家代金券,购买指定商品有赠品",15313703517,,番茄嫩鸡肉·面·饭-30,13叔：做一碗高B格浓汤！-10,冬阴功小确幸·面·饭（酸爽辣）-10,冬阴功小确幸·饮料小菜单人套餐·酸辣）-10,冬阴功海鲜大咖·面·饭（酸爽辣）-10
窑鸡王（马驹桥店）,通州区,北京市通州区马驹桥镇建材城小区9号楼902,10:00-23:59,卤味熟食,,4.6,623,"新用户立减17元（本优惠与新人首单红包不可同享）,首次使用美团支付最高再减3元,满60减30;满120减38,折扣商品5折起",18614055139,75,窑鸡﹝现烤现卖﹞-500,腊味饭-500,窑鸡（半只）+腊味饭（中份）-400,窑鸡（现烤现卖）-400,窑鸡﹝半只体验装﹞-300
懂事儿（东直门店）,东城区,东直门外斜街察慈小区11号楼,10:00-21:00,北京菜,,4.5,111,"新用户立减17元（本优惠与新人首单红包不可同享）,首次使用美团支付最高再减3元,满40减6;满80减9;满120减13,折扣商品3.26折起",010-84462006,50,酸辣汤-200,老北京打卤面-90,椒麻青笋（小份）-80,麻酱烧饼-80,米饭-73
北平食府（陶然亭店）,西城区,北京市西城区陶然亭路12号25幢1层,10:00-21:30,北京菜,,4.5,4665,"新用户立减17元（本优惠与新人首单红包不可同享）,首次使用美团支付最高再减3元,满45减22;满69减31;满110减46,折扣商品4.52折起",010-83510568,25,妈妈炖菜-2000,宫保鸡丁-2000,宫保鸡丁+手撕包菜双拼套餐-2000,招牌炸酱面-2000,榄菜肉末四季豆-2000
鸿福茶业,通州区,北京市通州区新海南里43号楼1至2层兴华南街440号,10:00-17:00,超市便利,超市卖场,0.0,0,,15010433387,
Assaggi尝试意大利餐厅,朝阳区,北京市朝阳区幸福三村北街1号,10:00-21:00,意大利菜,,0.0,0,,13161379112,,巧克力牛角-10,超级品味汉堡-10,Tonno金枪鱼查巴塔-1,Vegetariano素食查巴塔-1,Apollo Panini鸡肉帕尼尼-None
赛百味（天桥店）,西城区,北京市西城区天桥南大街9号楼天桥艺术中心底商,08:00-20:00,西式快餐,,4.5,486,"新用户立减17元（本优惠与新人首单红包不可同享）,首次使用美团支付最高再减3元,满50减2;满88减5",01059540563,27,6寸金枪鱼三明治-800,6寸香烤牛肉三明治-300,加蛋料-300,6寸日式照烧鸡三明治-200,6寸火鸡胸三明治-200
和合小馆,通州区,北京市通州区兴贸三街18号院1号楼1单元02,"10:00-14:00,17:00-22:00",烤串,,4.3,129,"新用户立减17元（本优惠与新人首单红包不可同享）,首次使用美团支付最高再减3元,折扣商品5折起",17744569067,25,打包米饭-400,烤羊肉串-200,农家小炒肉-90,烤五花肉-70,烤牛肉串-50
RICHING嘻饮力（第27档口+生活惠家美食城店）,朝阳区,北京市朝阳区新源南路1号-1至4层101内第地下一层B27号商铺,10:30-20:30,甜点饮品,奶茶果汁,0.0,0,"满8减6;满20减10;满30减15;满45减25;满70减35,折扣商品4.99折起",13811462684,,Rapper也芒【鲜芒果肉+奶盖】.-10,凤梨雪【鲜凤梨+奶盖+雪冰】.-10,莓问题【草莓+棉花糖】-10,Rapper也芒【鲜芒果肉+奶盖】.-2,莓莓CP【草莓+奶盖】-1
老香了煎饼·豆浆（第5档口—金渔美食城店),东城区,北京市东城区金鱼池西区19号楼地下一层19-2-12,05:30-21:00,煎饼果子,,4.6,3183,"新用户立减17元（本优惠与新人首单红包不可同享）,首次使用美团支付最高再减3元,满27减6;满35减9;满55减18;满88减26,本店新用户立减1元,折扣商品8折起,满48元赠送随机豆浆或粥一碗","13522229192,13911394151",17,特色杂粮原味煎饼-4000,五香茶鸡蛋-2000,加辣条-2000,紫米面煎饼-2000,鸡蛋手抓饼-2000
南城香（饭香串香馄饨香-和平里店）,东城区,北京市东城区和平里中街17、19、21号一层东侧,07:00-22:30,中式简餐,,4.8,3529,"新用户立减17元（本优惠与新人首单红包不可同享）,首次使用美团支付最高再减3元,满15减3;满40减14,折扣商品4.85折起",010-84224490,23,南城香电烤羊肉串-5000,安格斯肥牛饭-3000,南城香虾仁大馄饨-2000,安格斯肥牛饭+烤串X3+金桔柠檬茶套餐-2000,照烧鸡肉饭+豉油菜心-900
小样咖啡SmallYoungCoffee,西城区,北京市西城区白纸坊东街2号院6号楼一层北大堂A（经济日报社A座大堂）,10:00-17:00,咖啡,,0.0,0,满22减4;满46减10;满68减15;满100减20,13146606001,36,伯爵红茶拿铁-None,冰蜂蜜柚子茶-None,卡布奇诺-None,小样柚子蜜茶-None,小样红枣茶-None
晨曦炖品·鲍鱼饭（和平里-第5档口-东单菜市场美食城店）,东城区,北京市东城区和平里西街69号,00:00-23:59,中式简餐,,4.8,2922,"新用户立减17元（本优惠与新人首单红包不可同享）,首次使用美团支付最高再减3元,满20减15;满88减30;满158减50,本店新用户立减1元,折扣商品4.41折起,实际支付60元返5元商家代金券",15810958890,47,惊喜鲍汁捞饭-3000,晨曦鲍鱼饭-3000,黄焖佛跳墙捞饭-2000,泰国原产进口长粒香米（单点不配送）-1000,原盅瓦罐猪肚鸡汤（米饭需单点）-700
鱼在江湖烤鱼饭（第14档口-鸡煲轩美食城店）,通州区,北京市通州区新海南里100号楼2层209,10:00-22:00,烤鱼,,4.6,926,"新用户立减17元（本优惠与新人首单红包不可同享）,首次使用美团支付最高再减3元,满20减19;满59减26;满71减32,折扣商品4.33折起,领3元券;领6元券,实际支付30元返2元商家代金券",13391933091,23,自选口味烤鱼+金针菇+豆皮+青菜+米饭一份-800,自选口味烤鱼+金针菇+豆皮+青菜+米饭一份-764,香辣烤鱼饭+金针菇+豆皮+青菜+米饭-272,米饭单加（单点不送）-205,蒜蓉豆豉烤鱼饭+金针菇+豆皮+青菜+米饭-200
RC咖啡吧,东城区,和平里五区18号楼,09:00-22:00,甜点饮品,奶茶果汁,4.9,129,"新用户立减17元（本优惠与新人首单红包不可同享）,首次使用美团支付最高再减3元,满18减2;满30减5;满50减15,折扣商品4.92折起",15811260936,17,芒果冰红茶-70,热美式咖啡-40,经典拿铁咖啡-40,冰美式咖啡-30,卡布奇诺-30
东北烤冷面煎饼（第16档口-鸡煲轩美食城店）,通州区,北京市通州区新海南里100号楼2层209,"00:00-02:00,07:00-23:59",中式简餐,,4.6,981,"新用户立减17元（本优惠与新人首单红包不可同享）,首次使用美团支付最高再减3元,满25减5;满46减11;满65减15;满95减20,满25元可使用津贴2元,本店新用户立减1元,折扣商品6.81折起,领4元券,实际支付35元返4元商家代金券",15711031599,20,路边摊烤冷面+台湾烤肠+洋葱+香菜-1148,单加卫龙辣条-341,单加大烤肠-322,单加鸡蛋-300,鸡柳烤冷面+鸡柳+鸡蛋+洋葱+香菜-295
全家便利店（东城雍和宫店）,东城区,北京市东城区和平里东街11号创新楼A座B1-D1号(地下一层),00:00-23:59,超市便利,超市卖场,4.3,114,"新用户立减17元（本优惠与新人首单红包不可同享）,首次使用美团支付最高再减3元,部分商品满39减10,部分商品满18减5,部分商品满15减5,部分商品满50减11,部分商品满15减3,部分商品满39减10,部分商品满30减6,部分商品满12减2",010-64236710,
明镜便利店（陶然亭店）,西城区,白纸坊东街1号,07:30-22:30,超市便利,超市卖场,0.0,3,"部分商品满50减11,部分商品满49减15,部分商品满18减5,部分商品满39减10,部分商品满12减2,部分商品满39减10,部分商品满99减30,部分商品满30减6,部分商品满15减3",18801389336,
三米粥铺,东城区,北京市东城区和平里东街11号创新楼B座B1-A6（地下一层）,06:00-23:59,中式简餐,,3.8,290,"新用户立减17元（本优惠与新人首单红包不可同享）,首次使用美团支付最高再减3元,满27减15;满49减21;满79减27,折扣商品1折起,实际支付1元返3元商家代金券",18515826902,20,小笼包（5只）-400,南瓜粥-200,水煮蛋-200,特色蒸饺（5只）-200,皮蛋瘦肉粥-200
百萨屋（披萨·马驹桥店）,通州区,新海南里100号楼-1层003,09:30-23:59,汉堡披萨,意面披萨,4.5,1543,"新用户立减17元（本优惠与新人首单红包不可同享）,首次使用美团支付最高再减3元,满20减10;满90减40;满125减55,满31元可使用津贴3元,折扣商品5.24折起,满199元赠送椰汁一瓶",01059296883,34,意式肉酱面（专享）-1000,热情夏威夷比萨9寸（纽约）-600,7寸 winner 披萨专享-500,7寸 榴莲多多-400,特色照烧鸡比萨9寸（纽约）-400
田老师红烧肉（物美陶然亭店）,西城区,北京市西城区太平街6号6幢一层1434-F1-005,08:00-21:00,中式简餐,,4.5,5585,"新用户立减17元（本优惠与新人首单红包不可同享）,首次使用美团支付最高再减3元,满25减5;满40减20,满30元可使用津贴4元,折扣商品5折起","4001003109,01083157688,18401750493",22,单份米饭-6000,烧茄子狮子头人气套餐-3000,狮子头番茄人气套餐-3000,单份烧茄子-2000,宫保鸡丁+木须肉+饮料套餐-2000
酥先生烤鱼饭（食八方-雍和宫壹中心店）,东城区,北京市东城区和平里东街11号创新楼B座B1-A9号(地下一层),09:30-20:30,中式简餐,,4.8,2833,"新用户立减17元（本优惠与新人首单红包不可同享）,首次使用美团支付最高再减3元,满20减20;满45减25;满70减35;满90减45,本店新用户立减1元,折扣商品0.1折起,实际支付20元返5元商家代金券",13269351884,20,【爆款】香辣无骨烤鱼+米饭-4000,番茄无骨烤鱼+米饭-2000,蒜蓉豉香无骨烤鱼+米饭-2000,香辣无骨烤鱼套餐+配菜+小菜+米饭+果汁-2000,酱香无骨烤鱼饭-900
